ligne,station,ordre,correspondance,station_norm,station_key,latitude,longitude
RER B 3,Saint-Michel Notre Dame,14,"RER C, METRO 10",saint michel notre dame,saint michel,48.85316798489062,2.343285978923924
RER B 3,Luxembourg Sénat,15,,luxembourg senat,luxembourg senat,,
RER B 3,Port Royal,16,,port royal,port royal,48.840033787418086,2.3370964308800906
RER B 3,Denfert Rochereau – Colonel Rol-Tanguy,17,"METRO 4, METRO 6",denfert rochereau colonel rol tanguy,denfert rochereau colonel rol tanguy,,
RER B 3,Cité Universitaire,18,,cite universitaire,cite universitaire,48.82035003419018,2.3385807496409954
RER B 3,Cité Universitaire,18,,cite universitaire,cite universitaire,48.8210896506153,2.338978472013181
RER B 3,Gentilly,19,,gentilly,gentilly,48.81522993471633,2.340891132444595
RER B 3,Laplace – Maison des Examens,20,,laplace maison des examens,laplace maison des examens,,
RER B 3,Arcueil Cachan,21,,arcueil cachan,arcueil cachan,48.79889250008068,2.328136923064751
RER B 3,Bagneux,22,,bagneux,bagneux,48.79333629623622,2.322201633670121
RER B 3,Bourg la Reine,23,,bourg la reine,bourg la reine,48.78031379639699,2.312307716888594
RER B 3,Parc de Sceaux,24,,parc de sceaux,sceaux,48.78135672132316,2.2976476777940333
RER B 3,Parc de Sceaux,24,,parc de sceaux,sceaux,48.76956333368779,2.309905064564246
RER B 3,La Croix de Berny,25,,la croix de berny,la croix de berny,48.76297047049109,2.3047519014655244
RER B 3,Antony – Orly,26,,antony orly,antony orly,,
RER B 3,Fontaine Michalon,27,,fontaine michalon,fontaine michalon,48.743016569903006,2.295921406897603
RER B 3,Les Baconnets,28,,les baconnets,les baconnets,48.73968104253053,2.287667495463073
RER B 3,Massy Verrières,29,RER C,massy verrieres,massy verrieres,48.73488814734515,2.274002404484248
RER B 3,Massy Palaiseau,30,RER C,massy palaiseau,massy,48.724729144431606,2.257515004584038
RER B 3,Massy Palaiseau,30,RER C,massy palaiseau,massy,48.72599709205871,2.2583229936114426
RER B 3,Massy Palaiseau,30,RER C,massy palaiseau,massy,48.72509804119919,2.259946049525822
RER B 3,Massy Palaiseau,30,RER C,massy palaiseau,massy,48.7259970920586,2.258322993611241
RER B 3,Palaiseau,31,,palaiseau,palaiseau,48.71694628758515,2.245672514581906
RER B 3,Palaiseau Villebon,32,,palaiseau villebon,palaiseau villebon,48.70814058364534,2.237314364639455
RER B 3,Lozère École Polytechnique,33,,lozere ecole polytechnique,lozere ecole polytechnique,,
RER B 3,Le Guichet,34,,le guichet,le guichet,48.70540392478546,2.1927348848067565
RER B 3,Orsay Ville,35,,orsay ville,orsay ville,48.69750567080332,2.1810544390412185
RER B 3,Bures sur Yvette,36,,bures sur yvette,bures sur yvette,48.696252747814434,2.1643782427741725
RER B 3,La Hacquinière,37,,la hacquiniere,la hacquiniere,48.695264122108014,2.151642038623571
RER B 3,Gif sur Yvette,38,,gif sur yvette,gif sur yvette,48.698196976301936,2.136566717058361
RER B 3,Courcelle sur Yvette,39,,courcelle sur yvette,courcelle sur yvette,48.70121772031537,2.097975858420524
RER B 3,Saint-Rémy lès Chevreuse,40,,saint remy les chevreuse,saint remy les chevreuse,48.70275104207729,2.071242846320578
RER B 4,Mitry Claye,1,,mitry claye,mitry claye,48.97585875402046,2.6424063023101896
RER B 4,Villeparisis Mitry le Neuf,2,,villeparisis mitry le neuf,villeparisis mitry le neuf,48.95314838758261,2.6031353051184487
RER B 4,Vert Galant,3,,vert galant,vert galant,48.944181065974725,2.5664480169630006
RER B 4,Sevran Livry,4,,sevran livry,sevran livry,48.936280185651775,2.534714974742524
RER B 4,Aulnay sous Bois,5,,aulnay sous bois,aulnay sous bois,48.93219600596196,2.495513142584314
RER B 4,Aulnay sous Bois,5,,aulnay sous bois,aulnay sous bois,48.93195908636717,2.4971165154707387
RER B 4,Le Blanc Mesnil,6,,le blanc mesnil,le blanc mesnil,48.93230541606913,2.475674370833512
RER B 4,Drancy,7,,drancy,drancy,48.93270621869947,2.4547663827657766
RER B 4,Le Bourget,8,,le bourget,le bourget,48.93073957031752,2.4257914255599538
RER B 4,Le Bourget,8,,le bourget,le bourget,48.930287861801865,2.42338510679798
RER B 4,La Courneuve Aubervilliers,9,,la courneuve aubervilliers,la courneuve aubervilliers,48.92435387966093,2.386388291064694
RER B 4,La Plaine – Stade de France – Saint Denis – Aubervilliers,10,,la plaine stade de france saint denis aubervilliers,la plaine stade de france saint denis aubervilliers,,
RER B 4,Paris Nord,11,"RER D, RER E, METRO 2, METRO 4, METRO 5",paris nord,gare du nord,48.87979369411629,2.355791907531139
RER B 4,Paris Nord,11,"RER D, RER E, METRO 2, METRO 4, METRO 5",paris nord,gare du nord,48.88092200667149,2.356328543670162
RER B 4,Paris Nord,11,"RER D, RER E, METRO 2, METRO 4, METRO 5",paris nord,gare du nord,48.88077520479297,2.35873295908786
RER B 4,Paris Nord,11,"RER D, RER E, METRO 2, METRO 4, METRO 5",paris nord,gare du nord,48.88175948915267,2.357570193470877
RER B 4,Paris Nord,11,"RER D, RER E, METRO 2, METRO 4, METRO 5",paris nord,gare du nord,48.880195487135886,2.3576332046800537
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.85763141070005,2.3480365654004016
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.86251523497548,2.345785860039181
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.856942736159496,2.348147481005499
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.86182227279812,2.3470126872387564
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.85928732517095,2.345803056189527
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.859589655582816,2.346478183587595
RER B 4,Châtelet – Les Halles,12,"RER A, RER D, METRO 1, METRO 4, METRO 7, METRO 11, METRO 14",chatelet les halles,chatelet,48.8597186619952,2.346768285736699
RER B 4,Saint-Michel Notre Dame,13,"RER C, METRO 10",saint michel notre dame,saint michel,48.85353290071982,2.3452883321974305
RER B 4,Saint-Michel Notre Dame,13,"RER C, METRO 10",saint michel notre dame,saint michel,48.85211888263096,2.34402115205528
RER B 4,Saint-Michel Notre Dame,13,"RER C, METRO 10",saint michel notre dame,saint michel,48.85316798489062,2.343285978923924
RER B 4,Luxembourg Sénat,14,,luxembourg senat,luxembourg senat,,
RER B 4,Port Royal,15,,port royal,port royal,48.840033787418086,2.3370964308800906
RER B 4,Denfert Rochereau – Colonel Rol-Tanguy,16,"METRO 4, METRO 6",denfert rochereau colonel rol tanguy,denfert rochereau colonel rol tanguy,,
RER B 4,Cité Universitaire,17,,cite universitaire,cite universitaire,48.82035003419018,2.3385807496409954
RER B 4,Cité Universitaire,17,,cite universitaire,cite universitaire,48.8210896506153,2.338978472013181
RER B 4,Gentilly,18,,gentilly,gentilly,48.81522993471633,2.340891132444595
RER B 4,Laplace – Maison des Examens,19,,laplace maison des examens,laplace maison des examens,,
RER B 4,Arcueil Cachan,20,,arcueil cachan,arcueil cachan,48.79889250008068,2.328136923064751
RER B 4,Bagneux,21,,bagneux,bagneux,48.79333629623622,2.322201633670121
RER B 4,Bourg la Reine,22,,bourg la reine,bourg la reine,48.78031379639699,2.312307716888594
RER B 4,Parc de Sceaux,23,,parc de sceaux,sceaux,48.78135672132316,2.2976476777940333
RER B 4,Parc de Sceaux,23,,parc de sceaux,sceaux,48.76956333368779,2.309905064564246
RER B 4,La Croix de Berny,24,,la croix de berny,la croix de berny,48.76297047049109,2.3047519014655244
RER B 4,Antony – Orly,25,,antony orly,antony orly,,
RER B 4,Fontaine Michalon,26,,fontaine michalon,fontaine michalon,48.743016569903006,2.295921406897603
RER B 4,Les Baconnets,27,,les baconnets,les baconnets,48.73968104253053,2.287667495463073
RER B 4,Massy Verrières,28,RER C,massy verrieres,massy verrieres,48.73488814734515,2.274002404484248
RER B 4,Massy Palaiseau,29,RER C,massy palaiseau,massy,48.724729144431606,2.257515004584038
RER B 4,Massy Palaiseau,29,RER C,massy palaiseau,massy,48.72599709205871,2.2583229936114426
RER B 4,Massy Palaiseau,29,RER C,massy palaiseau,massy,48.72509804119919,2.259946049525822
RER B 4,Massy Palaiseau,29,RER C,massy palaiseau,massy,48.7259970920586,2.258322993611241
RER B 4,Palaiseau,30,,palaiseau,palaiseau,48.71694628758515,2.245672514581906
RER B 4,Palaiseau Villebon,31,,palaiseau villebon,palaiseau villebon,48.70814058364534,2.237314364639455
RER B 4,Lozère École Polytechnique,32,,lozere ecole polytechnique,lozere ecole polytechnique,,
RER B 4,Le Guichet,33,,le guichet,le guichet,48.70540392478546,2.1927348848067565
RER B 4,Orsay Ville,34,,orsay ville,orsay ville,48.69750567080332,2.1810544390412185
RER B 4,Bures sur Yvette,35,,bures sur yvette,bures sur yvette,48.696252747814434,2.1643782427741725
RER B 4,La Hacquinière,36,,la hacquiniere,la hacquiniere,48.695264122108014,2.151642038623571
RER B 4,Gif sur Yvette,37,,gif sur yvette,gif sur yvette,48.698196976301936,2.136566717058361
RER B 4,Courcelle sur Yvette,38,,courcelle sur yvette,courcelle sur yvette,48.70121772031537,2.097975858420524
RER B 4,Saint-Rémy lès Chevreuse,39,,saint remy les chevreuse,saint remy les chevreuse,48.70275104207729,2.071242846320578
RER C 1,Pontoise,1,,pontoise,pontoise,49.04664576264113,2.0951950672259687
RER C 1,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,49.04531164835026,2.105110703444508
RER C 1,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,49.033987636271455,2.128263873923673
RER C 1,Pierrelaye,4,,pierrelaye,pierrelaye,49.01913673984224,2.1546634856409232
RER C 1,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,49.00776771927004,2.1965029019130347
RER C 1,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,48.99371348038584,2.234276393996537
RER C 1,Cernay,7,,cernay,cernay,48.98500470125916,2.2574741572503108
RER C 1,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98064610042599,2.272084772747632
RER C 1,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98024590668104,2.2691322741328266
RER C 1,Saint-Gratien,9,,saint gratien,saint gratien,48.96358968487316,2.285930718208942
RER C 1,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95456256277917,2.302305082030494
RER C 1,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95582939392718,2.3019910195900777
RER C 1,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95349520337968,2.302346803591964
RER C 1,Gennevilliers,11,,gennevilliers,gennevilliers,48.93344984077206,2.307089653527024
RER C 1,Gennevilliers,11,,gennevilliers,gennevilliers,48.93289616644866,2.307943234074898
RER C 1,Les Grésillons,12,,les gresillons,les gresillons,48.92087280435658,2.313835382457718
RER C 1,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.9045663899011,2.3226263683342268
RER C 1,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.904496420574624,2.321743589558779
RER C 1,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,,
RER C 1,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88489625515052,2.297724346480177
RER C 1,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88604139991642,2.299279102380644
RER C 1,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,,
RER C 1,Avenue Foch,17,METRO 2,avenue foch,avenue foch,48.86983048899632,2.274808153642234
RER C 1,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,48.86546235708394,2.2721593819194146
RER C 1,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,48.85697199584854,2.2747933246088805
RER C 1,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,,
RER C 1,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,48.85645721154175,2.2898035182585
RER C 1,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,48.86266245169435,2.300989969386769
RER C 1,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86002845820203,2.3139151192031537
RER C 1,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.862884804554966,2.31251355492596
RER C 1,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86038127919816,2.314890730058881
RER C 1,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,48.86035143402621,2.3267597744418103
RER C 1,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85353290071982,2.3452883321974305
RER C 1,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85211888263096,2.34402115205528
RER C 1,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85316798489062,2.343285978923924
RER C 1,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.842436797924776,2.365184811993381
RER C 1,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84252802768359,2.36543338335276
RER C 1,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84236008246694,2.365581702747744
RER C 1,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82999019989919,2.375747983215603
RER C 1,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82888070077747,2.37769700026936
RER C 1,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,48.81398905200947,2.3916869716625384
RER C 1,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,48.80020939834459,2.40271281718153
RER C 1,Les Ardoines,30,,les ardoines,les ardoines,48.78222618353015,2.4095902349857026
RER C 1,Choisy le Roi,31,,choisy le roi,choisy le roi,48.76378680955172,2.411386724936104
RER C 1,Les Saules,32,,les saules,les saules,48.74507216689389,2.4175209778964915
RER C 1,Les Saules,32,,les saules,les saules,48.746942402605214,2.4163208947708155
RER C 1,Orly Ville,33,,orly ville,orly ville,48.741878705678886,2.40290860736794
RER C 1,Pont de Rungis – Aéroport d’Orly,34,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,,
RER C 1,Rungis La Fraternelle,35,,rungis la fraternelle,rungis la fraternelle,48.74019544820277,2.351633198171911
RER C 1,Chemin d’Antony,36,,chemin d'antony,chemin d'antony,48.74794190188695,2.3127110135157984
RER C 1,Massy Verrières,37,RER B,massy verrieres,massy verrieres,48.73488814734515,2.274002404484248
RER C 1,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.724729144431606,2.257515004584038
RER C 1,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.72599709205871,2.2583229936114426
RER C 1,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.72509804119919,2.259946049525822
RER C 1,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.7259970920586,2.258322993611241
RER C 2,Pontoise,1,,pontoise,pontoise,49.04664576264113,2.0951950672259687
RER C 2,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,49.04531164835026,2.105110703444508
RER C 2,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,49.033987636271455,2.128263873923673
RER C 2,Pierrelaye,4,,pierrelaye,pierrelaye,49.01913673984224,2.1546634856409232
RER C 2,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,49.00776771927004,2.1965029019130347
RER C 2,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,48.99371348038584,2.234276393996537
RER C 2,Cernay,7,,cernay,cernay,48.98500470125916,2.2574741572503108
RER C 2,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98064610042599,2.272084772747632
RER C 2,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98024590668104,2.2691322741328266
RER C 2,Saint-Gratien,9,,saint gratien,saint gratien,48.96358968487316,2.285930718208942
RER C 2,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95456256277917,2.302305082030494
RER C 2,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95582939392718,2.3019910195900777
RER C 2,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95349520337968,2.302346803591964
RER C 2,Gennevilliers,11,,gennevilliers,gennevilliers,48.93344984077206,2.307089653527024
RER C 2,Gennevilliers,11,,gennevilliers,gennevilliers,48.93289616644866,2.307943234074898
RER C 2,Les Grésillons,12,,les gresillons,les gresillons,48.92087280435658,2.313835382457718
RER C 2,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.9045663899011,2.3226263683342268
RER C 2,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.904496420574624,2.321743589558779
RER C 2,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,,
RER C 2,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88489625515052,2.297724346480177
RER C 2,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88604139991642,2.299279102380644
RER C 2,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,,
RER C 2,Avenue Foch,17,METRO 2,avenue foch,avenue foch,48.86983048899632,2.274808153642234
RER C 2,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,48.86546235708394,2.2721593819194146
RER C 2,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,48.85697199584854,2.2747933246088805
RER C 2,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,,
RER C 2,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,48.85645721154175,2.2898035182585
RER C 2,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,48.86266245169435,2.300989969386769
RER C 2,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86002845820203,2.3139151192031537
RER C 2,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.862884804554966,2.31251355492596
RER C 2,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86038127919816,2.314890730058881
RER C 2,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,48.86035143402621,2.3267597744418103
RER C 2,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85353290071982,2.3452883321974305
RER C 2,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85211888263096,2.34402115205528
RER C 2,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85316798489062,2.343285978923924
RER C 2,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.842436797924776,2.365184811993381
RER C 2,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84252802768359,2.36543338335276
RER C 2,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84236008246694,2.365581702747744
RER C 2,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82999019989919,2.375747983215603
RER C 2,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82888070077747,2.37769700026936
RER C 2,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,48.81398905200947,2.3916869716625384
RER C 2,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,48.80020939834459,2.40271281718153
RER C 2,Les Ardoines,30,,les ardoines,les ardoines,48.78222618353015,2.4095902349857026
RER C 2,Choisy le Roi,31,,choisy le roi,choisy le roi,48.76378680955172,2.411386724936104
RER C 2,Les Saules,32,,les saules,les saules,48.74507216689389,2.4175209778964915
RER C 2,Les Saules,32,,les saules,les saules,48.746942402605214,2.4163208947708155
RER C 2,Orly Ville,33,,orly ville,orly ville,48.741878705678886,2.40290860736794
RER C 2,Pont de Rungis – Aéroport d’Orly,34,METRO 14,pont de rungis aeroport d'orly,pont de rungis aeroport d'orly,,
RER C 2,Rungis La Fraternelle,35,,rungis la fraternelle,rungis la fraternelle,48.74019544820277,2.351633198171911
RER C 2,Chemin d’Antony,36,,chemin d'antony,chemin d'antony,48.74794190188695,2.3127110135157984
RER C 2,Massy Verrières,37,RER B,massy verrieres,massy verrieres,48.73488814734515,2.274002404484248
RER C 2,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.724729144431606,2.257515004584038
RER C 2,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.72599709205871,2.2583229936114426
RER C 2,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.72509804119919,2.259946049525822
RER C 2,Massy Palaiseau,38,RER B,massy palaiseau,massy,48.7259970920586,2.258322993611241
RER C 2,Savigny sur Orge,39,,savigny sur orge,savigny sur orge,48.676446656997726,2.3524814010489976
RER C 2,Épinay sur Orge,40,,epinay sur orge,epinay sur orge,48.67063926645666,2.335359426259652
RER C 2,Épinay sur Orge,40,,epinay sur orge,epinay sur orge,48.66948372520816,2.3326229292104723
RER C 2,Sainte-Geneviève des Bois,41,,sainte genevieve des bois,sainte genevieve des bois,48.65281140144265,2.312736251060263
RER C 2,Saint-Michel sur Orge,42,,saint michel sur orge,saint michel sur orge,48.63587586133944,2.3068331640148254
RER C 2,Brétigny,43,,bretigny,bretigny,48.606744948948126,2.302059691582639
RER C 2,Marolles en Hurepoix,44,,marolles en hurepoix,marolles en hurepoix,48.56559386282182,2.2909244684897176
RER C 2,Bouray,45,,bouray,bouray,48.53289010324473,2.2900825138403964
RER C 2,Lardy,46,,lardy,lardy,48.52040359106998,2.254739702427517
RER C 2,Chamarande,47,,chamarande,chamarande,48.514245875300325,2.21551781194949
RER C 2,Étréchy,48,,etrechy,etrechy,48.49364457849669,2.1945817005254264
RER C 2,Étampes,49,,etampes,etampes,48.4369239376403,2.1595305875651545
RER C 2,Saint Martin d’Étampes,50,,saint martin d'etampes,saint martin d'etampes,48.42736258418355,2.145246592903116
RER C 3,Pontoise,1,,pontoise,pontoise,49.04664576264113,2.0951950672259687
RER C 3,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,49.04531164835026,2.105110703444508
RER C 3,Saint-Ouen l’Aumône Liesse,3,,saint ouen l'aumone liesse,saint ouen l'aumone liesse,49.033987636271455,2.128263873923673
RER C 3,Pierrelaye,4,,pierrelaye,pierrelaye,49.01913673984224,2.1546634856409232
RER C 3,Montigny Beauchamp,5,,montigny beauchamp,montigny beauchamp,49.00776771927004,2.1965029019130347
RER C 3,Franconville Le Plessis-Bouchard,6,,franconville le plessis bouchard,franconville le plessis bouchard,48.99371348038584,2.234276393996537
RER C 3,Cernay,7,,cernay,cernay,48.98500470125916,2.2574741572503108
RER C 3,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98064610042599,2.272084772747632
RER C 3,Ermont Eaubonne,8,,ermont eaubonne,ermont eaubonne,48.98024590668104,2.2691322741328266
RER C 3,Saint-Gratien,9,,saint gratien,saint gratien,48.96358968487316,2.285930718208942
RER C 3,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95456256277917,2.302305082030494
RER C 3,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95582939392718,2.3019910195900777
RER C 3,Épinay-sur-Seine,10,,epinay sur seine,epinay sur seine,48.95349520337968,2.302346803591964
RER C 3,Gennevilliers,11,,gennevilliers,gennevilliers,48.93344984077206,2.307089653527024
RER C 3,Gennevilliers,11,,gennevilliers,gennevilliers,48.93289616644866,2.307943234074898
RER C 3,Les Grésillons,12,,les gresillons,les gresillons,48.92087280435658,2.313835382457718
RER C 3,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.9045663899011,2.3226263683342268
RER C 3,Saint-Ouen,13,METRO 14,saint ouen,saint ouen,48.904496420574624,2.321743589558779
RER C 3,Porte de Clichy – Tribunal de Paris,14,"METRO 13, METRO 14",porte de clichy tribunal de paris,porte de clichy tribunal de paris,,
RER C 3,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88489625515052,2.297724346480177
RER C 3,Péreire Levallois,15,METRO 3,pereire levallois,pereire levallois,48.88604139991642,2.299279102380644
RER C 3,Neuilly Porte Maillot – Palais des congrès,16,METRO 1,neuilly porte maillot palais des congres,neuilly porte maillot palais des congres,,
RER C 3,Avenue Foch,17,METRO 2,avenue foch,avenue foch,48.86983048899632,2.274808153642234
RER C 3,Avenue Henri Martin,18,METRO 9,avenue henri martin,avenue henri martin,48.86546235708394,2.2721593819194146
RER C 3,Boulainvilliers,19,METRO 9,boulainvilliers,boulainvilliers,48.85697199584854,2.2747933246088805
RER C 3,Avenue du Président Kennedy – Maison de Radio France,20,,avenue du president kennedy maison de radio france,avenue du president kennedy maison de radio france,,
RER C 3,Champ de Mars – Tour Eiffel,21,METRO 6,champ de mars tour eiffel,champ de mars,48.85645721154175,2.2898035182585
RER C 3,Pont de l’Alma,22,METRO 9,pont de l'alma,pont de l'alma,48.86266245169435,2.300989969386769
RER C 3,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86002845820203,2.3139151192031537
RER C 3,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.862884804554966,2.31251355492596
RER C 3,Invalides,23,"METRO 8, METRO 13",invalides,invalides,48.86038127919816,2.314890730058881
RER C 3,Musée d’Orsay,24,METRO 12,musee d'orsay,musee d'orsay,48.86035143402621,2.3267597744418103
RER C 3,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85353290071982,2.3452883321974305
RER C 3,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85211888263096,2.34402115205528
RER C 3,Saint-Michel Notre Dame,25,"RER B, METRO 4, METRO 10",saint michel notre dame,saint michel,48.85316798489062,2.343285978923924
RER C 3,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.842436797924776,2.365184811993381
RER C 3,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84252802768359,2.36543338335276
RER C 3,Paris Austerlitz,26,"METRO 5, METRO 10",paris austerlitz,gare d'austerlitz,48.84236008246694,2.365581702747744
RER C 3,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82999019989919,2.375747983215603
RER C 3,Bibliothèque François Mitterrand,27,METRO 14,bibliotheque francois mitterrand,bibliotheque francois mitterrand,48.82888070077747,2.37769700026936
RER C 3,Ivry sur Seine,28,METRO 7,ivry sur seine,ivry sur seine,48.81398905200947,2.3916869716625384
RER C 3,Vitry sur Seine,29,,vitry sur seine,vitry sur seine,48.80020939834459,2.40271281718153
