Monument,Latitude,Longitude,Station la plus proche,Distance �� pied (m),Jour,Heure,Affluence,Access
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,17,57,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,18,38,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,19,13,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,20,94,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,21,4,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Jeudi,22,34,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,6,86,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,7,92,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,8,74,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,9,17,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,10,75,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,11,8,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,12,73,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,13,57,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,14,16,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,15,6,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,16,45,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,17,12,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,18,39,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,19,41,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,20,8,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,21,49,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Vendredi,22,26,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,6,65,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,7,4,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,8,28,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,9,36,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,10,37,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,11,82,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,12,7,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,13,64,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,14,85,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,15,16,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,16,70,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,17,88,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,18,44,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,19,3,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,20,35,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,21,69,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Samedi,22,30,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,6,18,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,7,60,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,8,53,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,9,38,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,10,90,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,11,73,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,12,89,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,13,18,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,14,38,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,15,66,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,16,44,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,17,12,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,18,91,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,19,57,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,20,19,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,21,91,0.0
Invalides,48.85938385714706,2.31381534550495,Invalides,199.1,Dimanche,22,71,0.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,6,60,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,7,38,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,8,0,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,9,2,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,10,76,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,11,91,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,12,61,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,13,62,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,14,24,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,15,55,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,16,32,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,17,37,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,18,5,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,19,57,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,20,43,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,21,44,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Lundi,22,31,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,6,44,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,7,60,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,8,46,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,9,20,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,10,79,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,11,84,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,12,74,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,13,100,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,14,35,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,15,98,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,16,18,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,17,19,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,18,56,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,19,17,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,20,46,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,21,48,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mardi,22,13,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,6,14,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,7,30,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,8,0,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,9,53,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,10,2,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,11,15,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,12,86,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,13,56,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,14,74,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,15,11,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,16,73,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,17,95,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,18,15,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,19,71,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,20,75,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,21,23,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Mercredi,22,27,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,6,7,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,7,91,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,8,35,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,9,89,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,10,7,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,11,57,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,12,59,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,13,49,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,14,27,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,15,91,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,16,100,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,17,40,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,18,99,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,19,63,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,20,26,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,21,62,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Jeudi,22,16,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,6,72,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,7,32,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,8,83,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,9,76,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,10,91,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,11,28,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,12,12,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,13,45,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,14,34,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,15,5,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,16,81,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,17,68,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,18,46,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,19,24,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,20,65,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,21,9,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Vendredi,22,55,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,6,29,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,7,4,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,8,32,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,9,64,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,10,17,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,11,95,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,12,48,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,13,10,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,14,84,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,15,25,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,16,62,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,17,88,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,18,85,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,19,58,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,20,26,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,21,48,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Samedi,22,76,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,6,32,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,7,97,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,8,98,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,9,0,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,10,20,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,11,54,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,12,5,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,13,91,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,14,80,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,15,68,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,16,94,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,17,4,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,18,2,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,19,52,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,20,22,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,21,100,1.0
La Concorde,48.865819109968875,2.321564974941483,Concorde,131.1,Dimanche,22,52,1.0
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,6,36,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,7,73,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,8,73,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,9,82,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,10,16,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,11,84,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,12,77,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,13,72,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,14,0,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,15,50,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,16,44,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,17,76,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,18,3,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,19,61,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,20,64,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,21,31,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Lundi,22,33,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,6,91,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,7,94,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,8,71,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,9,38,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,10,25,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,11,33,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,12,53,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,13,2,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,14,49,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,15,11,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,16,64,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,17,53,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,18,4,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,19,93,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,20,93,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,21,56,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mardi,22,16,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,6,46,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,7,22,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,8,78,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,9,100,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,10,84,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,11,13,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,12,65,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,13,74,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,14,50,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,15,37,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,16,63,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,17,97,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,18,37,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,19,49,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,20,97,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,21,81,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Mercredi,22,29,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,6,78,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,7,90,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,8,50,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,9,62,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,10,97,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,11,51,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,12,37,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,13,96,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,14,87,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,15,78,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,16,29,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,17,50,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,18,80,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,19,4,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,20,28,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,21,3,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Jeudi,22,9,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,6,55,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,7,16,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,8,73,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,9,16,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,10,83,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,11,87,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,12,68,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,13,33,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,14,5,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,15,52,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,16,65,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,17,76,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,18,42,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,19,74,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,20,22,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,21,54,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Vendredi,22,79,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,6,94,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,7,74,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,8,15,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,9,7,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,10,3,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,11,3,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,12,55,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,13,24,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,14,66,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,15,95,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,16,66,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,17,26,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,18,92,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,19,31,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,20,49,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,21,60,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Samedi,22,50,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,6,18,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,7,20,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,8,4,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,9,81,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,10,91,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,11,41,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,12,60,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,13,21,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,14,20,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,15,69,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,16,0,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,17,4,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,18,11,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,19,89,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,20,45,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,21,33,
Parc des Princes,48.8415221048306,2.254091093985256,Exelmans,434.1,Dimanche,22,48,
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,6,77,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,7,89,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,8,44,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,9,26,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,10,72,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,11,25,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,12,46,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,13,85,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,14,55,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,15,93,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,16,62,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,17,47,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,18,60,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,19,80,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,20,25,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,21,35,0.0
Pont Alexandre III,48.86399122477761,2.314342201926265,Invalides,323.1,Lundi,22,0,0.0
